1,1,1,0
1,2,2,0
1,3,1,1
1,4,2,1
1,5,2,0
1,6,1,0
1,7,1,1
1,8,1,1
1,9,1,0
1,10,1,1
1,11,2,0
1,12,1,1
1,13,1,0
1,14,1,0
1,15,2,0
1,16,1,0
1,17,1,1
1,18,1,1
1,19,2,0
1,20,1,1
1,21,1,0
1,22,2,1
1,23,1,1
1,24,1,1
1,25,1,1
1,26,2,1
1,27,1,0
1,28,1,0
1,29,2,1
1,30,2,1
1,31,2,1
1,32,2,1
1,33,2,1
1,34,2,0
1,35,2,1
1,36,1,1
1,37,2,1
1,38,2,1
1,39,1,1
1,40,2,0
1,41,1,0
1,42,2,1
1,43,2,1
1,44,1,0
1,45,2,1
1,46,2,1
1,47,2,0
1,48,1,0
1,49,2,1
1,50,1,1
1,51,2,1
1,52,2,1
1,53,2,1
1,54,2,0
1,55,1,0
1,56,2,1
1,57,1,0
1,58,2,0
1,59,2,1
1,60,1,1
1,61,2,0
1,62,2,0
1,63,1,0
1,64,1,0
1,65,1,0
1,66,2,1
1,67,1,0
1,68,2,1
1,69,2,0
1,70,2,0
1,71,2,0
1,72,2,0
1,73,1,1
1,74,1,1
1,75,1,0
1,76,2,0
1,77,1,0
1,78,2,0
1,79,1,0
1,80,2,0
1,81,2,0
1,82,1,0
1,83,2,1
1,84,1,0
1,85,2,0
1,86,1,0
1,87,1,0
1,88,2,1
1,89,2,1
1,90,2,0
1,91,2,0
1,92,2,0
1,93,2,0
1,94,1,0
1,95,1,0
1,96,2,1
1,97,2,0
1,98,1,0
1,99,2,0
1,100,2,0
1,101,1,0
1,102,2,1
1,103,2,1
1,104,2,1
1,105,2,0
1,106,2,0
1,107,2,1
1,108,1,0
1,109,2,0
1,110,2,0
1,111,1,0
1,112,2,1
1,113,2,0
1,114,2,0
1,115,2,0
1,116,2,0
1,117,2,0
1,118,1,1
1,119,1,0
1,120,2,0
1,121,1,0
1,122,2,0
1,123,2,0
1,124,1,1
1,125,1,0
1,126,1,1
1,127,1,0
1,128,1,1
1,129,1,0
1,130,1,0
1,131,2,1
1,132,1,1
1,133,2,0
1,134,1,1
1,135,2,1
1,136,1,0
1,137,2,0
1,138,2,0
1,139,1,1
1,140,1,0
1,141,1,1
1,142,1,1
1,143,1,0
1,144,1,0
1,145,1,0
1,146,2,0
1,147,1,0
1,148,2,0
1,149,1,0
1,150,2,0
1,151,1,1
1,152,1,1
1,153,1,0
1,154,1,0
1,155,1,0
1,156,1,1
1,157,1,0
1,158,1,0
1,159,1,0
1,160,1,1
1,161,1,1
1,162,2,0
1,163,1,1
1,164,1,1
1,165,1,0
1,166,1,0
1,167,1,1
1,168,2,0
1,169,1,1
1,170,1,0
1,171,1,1
1,172,1,0
1,173,1,1
1,174,1,0
1,175,1,0
1,176,2,0
1,177,1,0
1,178,1,1
1,179,2,0
1,180,1,1
1,181,1,0
1,182,1,0
1,183,2,0
1,184,1,0
1,185,1,0
1,186,1,0
1,187,2,0
1,188,1,0
1,189,1,0
1,190,2,1
1,191,2,0
1,192,2,1
1,193,1,1
1,194,1,0
1,195,1,1
1,196,2,0
1,197,2,0
1,198,1,0
1,199,2,1
1,200,2,1
2,1,2,1
2,2,2,1
2,3,2,0
2,4,2,1
2,5,1,1
2,6,1,1
2,7,1,0
2,8,2,1
2,9,2,1
2,10,1,0
2,11,2,1
2,12,2,1
2,13,2,0
2,14,2,0
2,15,1,0
2,16,1,1
2,17,1,1
2,18,1,1
2,19,1,1
2,20,2,1
2,21,1,0
2,22,2,1
2,23,2,1
2,24,2,0
2,25,1,1
2,26,2,1
2,27,1,0
2,28,1,1
2,29,1,0
2,30,2,1
2,31,2,0
2,32,2,1
2,33,2,1
2,34,1,0
2,35,2,1
2,36,1,0
2,37,1,1
2,38,2,1
